Region.hospital,Facility,Dist.to.reg.hosp,tier,Longitude,Latitude ,region,district,xpert,unitID
Cape Coast Teaching Hospital,Mercy Women Catholic Hospital,0.284082,5,-1.01739,5.25571,Central,Mfantseman,no,224
Cape Coast Teaching Hospital,Saltpond Municipal Hospital,0.228755,4,-1.0561,5.20461,Central,Mfantseman,yes,225
Cape Coast Teaching Hospital,Morkwa Health Centre,0.660843,6,-1.60497,5.70266,Central,Twifo Atti-Morkwa,no,226
Cape Coast Teaching Hospital,Twifo Ati Morkwa District Hospital,0.553221,4,-1.54897,5.61072,Central,Twifo Atti-Morkwa,yes,227
Cape Coast Teaching Hospital,Frami Health Centre,0.202882,6,-1.37117,5.30881,Central,Twifo Hemang Lower Denkyira,no,228
Cape Coast Teaching Hospital,Hemang Health Centre,0.459124,4,-1.53308,5.50958,Central,Twifo Hemang Lower Denkyira,no,229
Cape Coast Teaching Hospital,Jukwa Health Centre,0.141897,6,-1.33306,5.25983,Central,Twifo Hemang Lower Denkyira,no,230
Komfo Anokye Teaching Hospital,Dunkwa Municipal Hospital,0.757986,4,-1.77618,5.96298,Central,Upper Denkyira East,yes,231
Komfo Anokye Teaching Hospital,Kyekyewere Health Centre,0.791679,6,-1.67974,5.91659,Central,Upper Denkyira East,no,232
Wiawso Govt Hospital,St Mark Hospital,0.747263,5,-1.78925,5.9584,Central,Upper Denkyira East,no,233
Wiawso Govt Hospital,Diaso Health Centre,0.419294,7,-2.09091,6.09157,Central,Upper Denkyira West,no,234
Wiawso Govt Hospital,Pentecost Health Centre,0.630691,5,-2.53345,5.57673,Central,Upper Denkyira West,no,235
Wiawso Govt Hospital,SDA Clinic,0.087204,7,-2.57876,6.22763,Central,Upper Denkyira West,no,236
Wiawso Govt Hospital,Subin Health Centre,0.48999,4,-2.00427,6.20048,Central,Upper Denkyira West,no,237
Eastern Regional Hospital,Hawa Memorial Saviour Hospital,0.227883,5,-0.4241,6.25179,Eastern,Abuakwa North,no,238
Eastern Regional Hospital,New Tafo Government Hospital,0.173242,4,-0.36601,6.23144,Eastern,Abuakwa North,no,239
Eastern Regional Hospital,Kibi Government Hospital,0.305838,4,-0.55463,6.16782,Eastern,Abuakwa South,yes,240
Cape Coast Teaching Hospital,Achiase Health Centre,0.763569,4,-1.00068,5.84479,Eastern,Achiase,no,241
Cape Coast Teaching Hospital,Akenkensu CHPS,0.707744,7,-1.13002,5.82455,Eastern,Achiase,no,242
Eastern Regional Hospital,Anamase CHPS,0.684357,7,-0.90554,5.87758,Eastern,Achiase,no,243
Cape Coast Teaching Hospital,Aperade Health Centre,0.684961,6,-1.09415,5.79261,Eastern,Achiase,no,244
Eastern Regional Hospital,Osoroase CHPS,0.756073,7,-0.96989,5.84424,Eastern,Achiase,no,245
Eastern Regional Hospital,Adawso Health Centre,0.155511,6,-0.21067,5.94825,Eastern,Akwapem North,no,246
Eastern Regional Hospital,Akropong Health Centre,0.213089,6,-0.0779,5.98148,Eastern,Akwapem North,no,247
Eastern Regional Hospital,Larteh Health Centre,0.244893,6,-0.07314,5.93509,Eastern,Akwapem North,no,248
Eastern Regional Hospital,Mampong Urban CHPS,0.398051,7,-0.53333,6.38333,Eastern,Akwapem North,no,249
Eastern Regional Hospital,Mangoase (AKN) Health Centre,0.152762,6,-0.3,5.95,Eastern,Akwapem North,no,250
Eastern Regional Hospital,Okorase CHPS,0.0508325,7,-0.26125,6.04597,Eastern,Akwapem North,no,251
Eastern Regional Hospital,Tetteh Quarshie Memorial Hospital,0.214067,4,-0.13406,5.92153,Eastern,Akwapem North,yes,252
Eastern Regional Hospital,Tinkong CHPS,0.105968,7,-0.26218,5.99079,Eastern,Akwapem North,no,253
Eastern Regional Hospital,Tutu CHPS,0.238728,7,-0.15,5.88333,Eastern,Akwapem North,no,254
Eastern Regional Hospital,Kom Health Centre,0.255104,6,-0.17019,5.85683,EASTERN,AKWAPEM SOUTH,no,255
Eastern Regional Hospital, Presbyterian Health Centre - Kom Aburi,0.255104,6,-0.17019,5.85683,Eastern,Akwapem South,no,256
Ridge Regional Hospital,Berekuso Health Centre,0.196978,4,-0.228687,5.75688,Eastern,Akwapem South,no,257
Eastern Regional Hospital,Obotwere Health Centre,0.24023,6,-0.283558,5.85786,Eastern,Akwapem South,no,258
Eastern Regional Hospital,Pakro Health Centre,0.1979,6,-0.31333,5.90687,Eastern,Akwapem South,no,259
Ridge Regional Hospital,Pokrom Health Centre,0.266823,6,-0.23766,5.82616,Eastern,Akwapem South,no,260
Eastern Regional Hospital,Anyinase Health Centre,0.801517,4,-1.05213,5.99417,Eastern,Akyem Mansa,no,261
Komfo Anokye Teaching Hospital,Brenase Health Centre,0.715104,6,-1.14121,6.18449,Eastern,Akyem Mansa,no,262
Ridge Regional Hospital,Akroso Health Centre,0.603557,4,-0.76667,5.76667,EASTERN,ASENE MANSO AKROSO,no,263
Eastern Regional Hospital,Asuboa CHPS,0.648273,7,-0.869944,5.885,Eastern,Asene Manso Akroso,no,264
Eastern Regional Hospital,Onomabo CHPS,0.560717,7,-0.77973,5.89328,Eastern,Asene Manso Akroso,no,265
Eastern Regional Hospital,Adjena Health Centre,0.414099,6,0.06181,6.36068,Eastern,Asuogyaman,no,266
Eastern Regional Hospital,Akosombo VRA Hospital,0.356435,4,0.057556,6.26391,Eastern,Asuogyaman,yes,267
Ho Teaching Hospital,Apeguso Clinic,0.434196,7,0.15766,6.31519,Eastern,Asuogyaman,no,268
Ho Teaching Hospital,Boso CHPS,0.314916,7,0.1762,6.53696,Eastern,Asuogyaman,no,269
Ho Teaching Hospital,Frankadua Clinic,0.406856,7,0.17255,6.33984,Eastern,Asuogyaman,no,270
Eastern Regional Hospital,Senchi Ferry Asuogyaman,0.365654,7,0.09173,6.20599,Eastern,Asuogyaman,no,271
Eastern Regional Hospital,Senchi Ferry CHPS,0.355861,7,0.08333,6.2,Eastern,Asuogyaman,no,272
Eastern Regional Hospital,Enyiresi Hospital,0.473772,4,-0.586824,6.43694,Eastern,Atiwa East,yes,273
Eastern Regional Hospital,New Jejeti Health Centre,0.551206,6,-0.65,6.48333,Eastern,Atiwa East,no,274
Eastern Regional Hospital,Abomosu Health Centre,0.518494,4,-0.73393,6.30049,Eastern,Atiwa West,no,275
Eastern Regional Hospital,Awenare Health Center,0.404226,6,-0.62147,6.27185,Eastern,Atiwa West,no,276
Eastern Regional Hospital,Kwabeng (atiwa) Health Centre,0.404206,6,-0.59299,6.32163,Eastern,Atiwa West,no,277
Eastern Regional Hospital,Amanase Health Centre,0.202477,4,-0.43058,5.99208,Eastern,Ayensuano,no,278
Eastern Regional Hospital,Asuboi Health Centre,0.214752,6,-0.41513,5.95113,Eastern,Ayensuano,no,279
Eastern Regional Hospital,Marfo Health Centre,0.292857,6,-0.4345,5.86356,Eastern,Ayensuano,no,280
Eastern Regional Hospital,Oda Hospital,0.747183,4,-0.9851,5.92803,Eastern,Birim Central,yes,281
Komfo Anokye Teaching Hospital,Amuana Praso Health Centre,0.678771,6,-0.97892,6.51398,Eastern,Birim North,no,282
Komfo Anokye Teaching Hospital,New Abirem Hospital,0.733246,4,-0.99725,6.33577,Eastern,Birim North,yes,283
Komfo Anokye Teaching Hospital,Noyem CHPS,0.686685,7,-1.00417,6.42354,Eastern,Birim North,no,284
Eastern Regional Hospital,Pankese CHPS,0.716465,7,-0.84364,6.50822,Eastern,Birim North,no,285
Komfo Anokye Teaching Hospital,St Michaels Clinic,0.661284,7,-1.07836,6.34165,Eastern,Birim North,no,286
Eastern Regional Hospital,Tweapease Health Centre,0.713855,6,-0.91241,6.37997,Eastern,Birim North,no,287
Cape Coast Teaching Hospital,Apoli Health Centre,0.8278,6,-1.15,5.95,Eastern,Birim South,no,288
Eastern Regional Hospital,Swedru Catholic Clinic,0.787244,7,-1.01674,5.88967,Eastern,Birim South,no,289
Eastern Regional Hospital,Akwatia CHPS,0.554588,7,-0.80862,6.03754,Eastern,Denkyembour,no,290
Eastern Regional Hospital,GCD Hospital,0.553959,5,-0.8074,6.0323,Eastern,Denkyembour,no,291
Eastern Regional Hospital,St Dominic Hospital,0.543837,4,-0.79876,6.04703,Eastern,Denkyembour,yes,292
Eastern Regional Hospital,Takrowase Health Centre,0.631895,6,-0.88505,6.02534,Eastern,Denkyembour,no,293
Eastern Regional Hospital,Begoro Hospital,0.321392,4,-0.36872,6.39806,Eastern,Fanteakwa North,yes,294
Eastern Regional Hospital,Begoro Salvation Army Clinic,0.313213,7,-0.38333,6.38333,Eastern,Fanteakwa North,no,295
Eastern Regional Hospital,Ame Zion Health Centre,0.332676,6,-0.48116,6.34263,Eastern,Fanteakwa South,no,296
Eastern Regional Hospital,Bosuso Health Centre,0.250268,4,-0.40757,6.29669,Eastern,Fanteakwa South,no,297
Eastern Regional Hospital,Abehenease CHPS,0.686064,7,-0.89416,6.3515,Eastern,Kwaebibirem,no,298
Eastern Regional Hospital,Asuom Health Centre,0.63764,6,-0.86879,6.277,Eastern,Kwaebibirem,no,299
Eastern Regional Hospital,Kade Govt Hospital,0.582513,4,-0.83969,6.10046,Eastern,Kwaebibirem,yes,300
Eastern Regional Hospital,Takyiman CHPS,0.416153,7,-0.66809,6.16255,Eastern,Kwaebibirem,no,301
Ho Teaching Hospital,Holy Rosary Health Centre,0.686508,6,-0.03252,7.05258,Eastern,Kwahu Afram Plains North,no,302
Ho Teaching Hospital,Presbyterian Hospital -Donkorkrom,0.71863,4,-0.07721,7.04916,Eastern,Kwahu Afram Plains North,yes,303
Eastern Regional Hospital,Asanyanso Health Centre,0.976704,6,-0.51929,7.03752,Eastern,Kwahu Afram Plains South,no,304
Eastern Regional Hospital,Holy Spirit Health Centre,0.963069,6,-0.48886,7.03143,Eastern,Kwahu Afram Plains South,no,305
Eastern Regional Hospital,Maame Krobo Health Centre,0.871528,4,-0.43257,6.95034,Eastern,Kwahu Afram Plains South,no,306
Eastern Regional Hospital,Akwasiho Health Centre,0.766064,6,-0.82162,6.61459,Eastern,Kwahu East,no,307
Eastern Regional Hospital,Nkwatia Health Centre,0.714492,6,-0.73549,6.62742,Eastern,Kwahu East,no,308
Eastern Regional Hospital,Pepease Health Centre,0.768016,6,-0.74266,6.69176,Eastern,Kwahu East,no,309
Eastern Regional Hospital,St Joseph (kwE) Clinic,0.689642,7,-0.66619,6.65191,Eastern,Kwahu East,no,310
Eastern Regional Hospital,Bepong Health Centre,0.675969,6,-0.70916,6.59929,Eastern,Kwahu South,no,311
Eastern Regional Hospital,Kwahu Government Hospital,0.67996,4,-0.73426,6.58115,Eastern,Kwahu South,yes,312
Komfo Anokye Teaching Hospital,Kwahu Praso Presby Health Centre,0.735291,6,-0.9,6.61667,Eastern,Kwahu South,no,313
Eastern Regional Hospital,Nkyenenkyene Health Centre,0.674123,6,-0.55157,6.70309,Eastern,Kwahu South,no,314
Eastern Regional Hospital,Holy Family (Kwahu West) District Hospital,0.685457,4,-0.77357,6.54742,Eastern,Kwahu West,yes,315
Eastern Regional Hospital,Akuse Government Hospital,0.132396,5,-0.1248,6.09793,Eastern,Lower Manya Krobo,no,316
Eastern Regional Hospital,Atua Government Hospital,0.249995,4,-0.00824,6.11947,Eastern,Lower Manya Krobo,yes,317
Eastern Regional Hospital,Kpong Health Centre,0.328421,6,0.06422,6.16414,Eastern,Lower Manya Krobo,no,318
Eastern Regional Hospital,Oborpa Health Centre,0.192149,6,-0.08093,6.17315,Eastern,Lower Manya Krobo,no,319
Eastern Regional Hospital,Odumase (LMKM) Health Centre,0.266709,6,0.0063,6.13795,Eastern,Lower Manya Krobo,no,320
Eastern Regional Hospital,St. Martin's de Porres Hospital - Agomanya,0.276529,5,0.01515,6.14459,Eastern,Lower Manya Krobo,yes,321
Eastern Regional Hospital,Akwadum Health Centre,0.0874956,6,-0.34303,6.11358,Eastern,New Juaben North,no,322
Eastern Regional Hospital,Jumapo Health Centre,0.0742593,6,-0.29751,6.159,Eastern,New Juaben North,no,323
Eastern Regional Hospital,St Joseph's (New Juabeng) Hospital,0.0158597,4,-0.27238,6.1012,Eastern,New Juaben North,no,324
Eastern Regional Hospital,Eastern Regional Hospital,0,3,-0.25719,6.09664,Eastern,New Juaben South,yes,325
Eastern Regional Hospital,Koforidua Poly Clinic,0.00226845,4,-0.25814,6.09458,Eastern,New Juaben South,no,326
Eastern Regional Hospital,Koforidua SDA Hospital,0.00862159,7,-0.26579,6.09603,Eastern,New Juaben South,no,327
Eastern Regional Hospital,Adoagyiri Health Centre,0.294364,6,-0.35454,5.81884,Eastern,Nsawam Adoagyire,no,328
Eastern Regional Hospital,Djankrom Health Centre,0.29507,6,-0.34992,5.81652,Eastern,Nsawam Adoagyire,no,329
Ridge Regional Hospital,Nsawam Government Hospital,0.284377,4,-0.33749,5.81045,Eastern,Nsawam Adoagyire,yes,330
Ridge Regional Hospital,Nsawam Health Centre,0.288226,6,-0.35196,5.80635,Eastern,Nsawam Adoagyire,no,331
Ridge Regional Hospital,Prisons Clinic,0.276634,7,-0.33312,5.80402,Eastern,Nsawam Adoagyire,no,332
Eastern Regional Hospital,Abiriw Clinic,0.204415,7,-0.08941,5.97987,Eastern,Okere,no,333
Eastern Regional Hospital,Adukrom Health Centre,0.19137,4,-0.08333,6.01667,Eastern,Okere,no,334
Eastern Regional Hospital,Okrakwadjo Health Centre,0.15188,6,-0.10579,6.1087,Eastern,Okere,no,335
Eastern Regional Hospital,Akorabo Health Centre,0.122759,6,-0.35587,6.02362,Eastern,Suhum,no,336
Eastern Regional Hospital,Suhum District Hospital,0.197283,4,-0.44529,6.03715,Eastern,Suhum,yes,337
Eastern Regional Hospital,Akateng Health Centre,0.432756,6,-0.15464,6.51707,Eastern,Upper Manya Krobo,no,338
Eastern Regional Hospital,Anyaboni Health Centre,0.306928,6,-0.06999,6.33987,Eastern,Upper Manya Krobo,no,339
Ho Teaching Hospital,Asesewa CHPS,0.391988,7,0.14694,6.40178,Eastern,Upper Manya Krobo,no,340
Eastern Regional Hospital,Asesewa Government Hospital,0.324446,4,-0.14694,6.40178,Eastern,Upper Manya Krobo,yes,341
Eastern Regional Hospital,Dzamam CHPS,0.282885,7,-0.21566,6.37646,Eastern,Upper Manya Krobo,no,342
Eastern Regional Hospital,Sekesua Health Centre,0.227971,6,-0.19021,6.31455,Eastern,Upper Manya Krobo,no,343
Eastern Regional Hospital,Sisiamang CHPS,0.351398,7,-0.17421,6.4381,Eastern,Upper Manya Krobo,no,344
Ridge Regional Hospital,Abamkrom CHPS,0.467012,4,-0.63333,5.73333,Eastern,Upper West Akim,no,345
Ridge Regional Hospital,Adeiso Health Centre,0.376396,6,-0.49067,5.79986,Eastern,Upper West Akim,yes,346
Eastern Regional Hospital,Mepom Health Centre,0.456412,6,-0.60035,5.79572,Eastern,Upper West Akim,no,347
Ridge Regional Hospital,Nyanua CHPS,0.452967,7,-0.62011,5.72857,Eastern,Upper West Akim,no,348
Ridge Regional Hospital,Okurase CHPS,0.39828,7,-0.52097,5.79636,Eastern,Upper West Akim,no,349
Eastern Regional Hospital,Akanteng Health Centre,0.449251,6,-0.69844,6.01223,Eastern,West Akim,no,350
Eastern Regional Hospital,Asamankese Government Hospital,0.486371,4,-0.6788,5.85415,Eastern,West Akim,yes,351
Eastern Regional Hospital,Asamankese Health Centre,0.47255,6,-0.66536,5.85852,Eastern,West Akim,no,352
Eastern Regional Hospital,Osenase Health Centre,0.518546,6,-0.75751,5.96037,Eastern,West Akim,no,353
Eastern Regional Hospital,Klo-Agogo (yilo Krobo) Polyclinic,0.158437,5,-0.222,6.25112,Eastern,Yilo Krobo,no,354
Eastern Regional Hospital,Nkurakan Health Centre,0.0482264,6,-0.21791,6.12462,Eastern,Yilo Krobo,no,355
Eastern Regional Hospital,Somanya Polyclinic,0.238772,4,-0.01842,6.09773,Eastern,Yilo Krobo,no,356
Ridge Regional Hospital,Primecare Medical Centre,0.048006,7,-0.2468,5.56094,Greater Accra,Ablekuma Central,no,357
Ridge Regional Hospital,St. Martins Memorial Hospital,0.0590084,5,-0.25545,5.54563,Greater Accra,Ablekuma Central,no,358
Ridge Regional Hospital,Amoah Memorial Hospital,0.0842945,4,-0.27978,5.58562,Greater Accra,Ablekuma North,no,359
Ridge Regional Hospital,Dansoman Polyclinic,0.0612365,4,-0.26004,5.56129,Greater Accra,Ablekuma West,no,360
Ridge Regional Hospital,Royal MMR Hospital,0.0793217,5,-0.26678,5.52129,Greater Accra,Ablekuma West,no,361
Ridge Regional Hospital,Cocoa Clinic,0.0383079,7,-0.235932,5.57164,Greater Accra,Accra Metropolis,no,362
Ridge Regional Hospital,Kaneshie Polyclinic,0.053694,5,-0.252056,5.5691,Greater Accra,Accra Metropolis,yes,363
Ridge Regional Hospital,Korle-bu Teaching Hospital,0.0376363,4,-0.22712,5.53738,Greater Accra,Accra Metropolis,yes,364
Ridge Regional Hospital,Mamprobi Hospital,0.0521216,5,-0.24516,5.53834,Greater Accra,Accra Metropolis,no,365
Ridge Regional Hospital,Megavest Medical Centre,0.0552423,7,-0.247226,5.58878,Greater Accra,Accra Metropolis,no,366
Ridge Regional Hospital,Noguchi Health Centre,0.547658,6,-0.70777,5.35997,GREATER ACCRA,Accra Metropolis,yes,367
Ridge Regional Hospital,PML Hospital,0.0225553,5,-0.21346,5.54503,Greater Accra,Accra Metropolis,no,368
Ridge Regional Hospital,Ussher Hospital,0.0261055,5,-0.21308,5.54032,Greater Accra,Accra Metropolis,no,369
Ho Teaching Hospital,Ada  East District Hospital,0.717269,4,0.56916,5.88872,Greater Accra,Ada East,yes,370
Ho Teaching Hospital,Ada Health Centre,0.828502,6,0.62713,5.78484,Greater Accra,Ada East,no,371
Ho Teaching Hospital,Kasseh Health Centre,0.705376,6,0.52294,5.89665,Greater Accra,Ada East,no,372
Ridge Regional Hospital,Anyaman Health Centre,0.613079,6,0.36983,5.79134,Greater Accra,Ada West,no,373
Ridge Regional Hospital,Adjiringano Health Centre,0.106358,6,-0.13352,5.64614,Greater Accra,Adenta,no,374
Ridge Regional Hospital,Ogbojo Polyclinic,0.116677,4,-0.14364,5.66499,Greater Accra,Adenta,no,375
Ridge Regional Hospital,St. John Of God Clinic,0.218976,7,-0.13989,5.77308,Greater Accra,Adenta,no,376
Ridge Regional Hospital,Ashaiman Polyclinic,0.201662,4,-0.03945,5.68576,Greater Accra,Ashaiman,yes,377
Ridge Regional Hospital,Darbem Clinic,0.202778,7,-0.03603,5.6831,Greater Accra,Ashaiman,no,378
Ridge Regional Hospital,St Florence Clinic,0.208311,7,-0.03285,5.68808,Greater Accra,Ashaiman,no,379
Ridge Regional Hospital,Mallam Atta Clinic,0.0190864,7,-0.208328,5.57872,Greater Accra,Ayawaso Central,no,380
Ridge Regional Hospital,37 Military Hospital,0.0323145,5,-0.182855,5.59028,Greater Accra,Ayawaso East,yes,381
Ridge Regional Hospital,Nima Polyclinic,0.0155846,4,-0.200089,5.57771,Greater Accra,Ayawaso East,no,382
Ridge Regional Hospital,Maamobi General Hospital,0.029316,4,-0.198776,5.5915,Greater Accra,Ayawaso North,yes,383
Ridge Regional Hospital,University Hospital Legon,0.0924474,5,-0.177759,5.6522,Greater Accra,Ayawaso West,no,384
Ridge Regional Hospital,University Of Ghana Medical Centre,0.0713291,4,-0.185922,5.63234,Greater Accra,Ayawaso West,yes,385
Ridge Regional Hospital,Anyaa Polyclinic,0.111223,5,-0.303498,5.59974,Greater Accra,Ga Central,no,386
Ridge Regional Hospital,Ga Central Municipal Clinic,0.0836958,4,-0.2708,5.60487,Greater Accra,Ga Central,no,387
Ridge Regional Hospital,Sowutuom RCH Clinic,0.105078,7,-0.283386,5.62454,Greater Accra,Ga Central,no,388
Ridge Regional Hospital,Abokobi Health Centre,0.172743,6,-0.2031,5.73487,Greater Accra,Ga East,no,389
Ridge Regional Hospital,Ga East Municipal Hospital,0.00854461,4,-0.205295,5.56774,Greater Accra,Ga East,yes,390
Ridge Regional Hospital,International Health Care Centre,0.109956,7,-0.20363,5.67203,Greater Accra,Ga East,no,391
Ridge Regional Hospital,Taifa Polyclinic (RCH),0.118324,4,-0.2533,5.66721,Greater Accra,Ga East,no,392
Ridge Regional Hospital,Ga North Municipal Hospital,0.122041,4,-0.277823,5.65519,Greater Accra,Ga North,no,393
Ridge Regional Hospital,Pokuase Health Centre,0.154318,6,-0.28329,5.69132,Greater Accra,Ga North,no,394
Ridge Regional Hospital,Amanfro Polyclinic,0.214168,4,-0.41143,5.53648,Greater Accra,Ga South,no,395
Ridge Regional Hospital,Aplaku Family Fitness Clinic,0.134074,6,-0.3271,5.52322,Greater Accra,Ga South,no,396
Ridge Regional Hospital,Bortianor Polyclinic,0.156392,5,-0.34467,5.50576,Greater Accra,Ga South,no,397
Ridge Regional Hospital,Kokrobite Health Centre,0.181984,6,-0.37038,5.5015,Greater Accra,Ga South,no,398
Ridge Regional Hospital,Obom Health Centre,0.296929,6,-0.43974,5.73573,Greater Accra,Ga South,no,399
Ridge Regional Hospital,Ga West Municipal Hospital,0.172442,4,-0.2996,5.7021,Greater Accra,Ga West,yes,400
Ridge Regional Hospital,Kojo Ashong Community Clinic,0.255123,7,-0.4002,5.7188,Greater Accra,Ga West,no,401
Ridge Regional Hospital,Kotoku Health Centre,0.238067,7,-0.349239,5.7467,Greater Accra,Ga West,no,402
Ridge Regional Hospital,Mayera Faase Health Centre,0.173841,6,-0.27017,5.7207,Greater Accra,Ga West,no,403
Ridge Regional Hospital,Oduman Polyclinic,0.153773,5,-0.33042,5.64171,Greater Accra,Ga West,no,404
Ridge Regional Hospital,Adabraka Polyclinic,0.00520004,4,-0.20401,5.5622,Greater Accra,Korle Klottey,no,405
Ridge Regional Hospital,Civil Service Clinic,0.0114365,7,-0.19631,5.55102,Greater Accra,Korle Klottey,no,406
Ridge Regional Hospital,Iran Clinic,0.013631,7,-0.21133,5.56757,Greater Accra,Korle Klottey,yes,407
Ridge Regional Hospital,Ridge Regional Hospital,0,3,-0.19881,5.56218,Greater Accra,Korle Klottey,yes,408
Ridge Regional Hospital,Osu Trust Hospital,0.017042,5,-0.18177,5.56244,GREATER ACCRA,Korle Klottey,yes,409
Ridge Regional Hospital,1 Medical Reception Station(1MRS),0.240554,7,-0.02543,5.72893,Greater Accra,Kpone Katamanso,no,410
Ridge Regional Hospital,Kpone Polyclinic,0.288174,6,0.05831,5.69231,Greater Accra,Kpone Katamanso,yes,411
Ridge Regional Hospital,Oyibi Health Centre,0.260628,6,-0.10801,5.80648,Greater Accra,Kpone Katamanso,no,412
Ridge Regional Hospital,Zenu Health Centre,0.218484,6,-0.06012,5.731,Greater Accra,Kpone Katamanso,no,413
Ridge Regional Hospital,Christian Medical Centre,0.128995,5,-0.07769,5.60656,Greater Accra,Krowor,no,414
Ridge Regional Hospital,LEKMA Polyclinic,0.124918,4,-0.07896,5.5974,Greater Accra,Krowor,no,415
Ridge Regional Hospital,Accra Police Hospital,0.0187498,5,-0.18107,5.56825,Greater Accra,La Dade-Kotopon,no,416
Ridge Regional Hospital,La General Hospital,0.0331754,4,-0.16631,5.55552,Greater Accra,La Dade-Kotopon,yes,417
Ridge Regional Hospital,Danfa Health Centre,0.230599,6,-0.15942,5.78939,Greater Accra,La-Nkwantanang-Madina,no,418
Ridge Regional Hospital,Madina Polyclinic (Kekele),0.120947,4,-0.16741,5.67898,Greater Accra,La-Nkwantanang-Madina,yes,419
Ridge Regional Hospital,Madina Polyclinic (Rawlings Circle),0.110559,5,-0.16515,5.66749,Greater Accra,La-Nkwantanang-Madina,no,420
Ridge Regional Hospital,Pantang Hospital,0.15307,5,-0.18734,5.71482,Greater Accra,La-Nkwantanang-Madina,no,421
Ridge Regional Hospital,Pentecost Hospital,0.109874,5,-0.15747,5.66398,Greater Accra,La-Nkwantanang-Madina,no,422
Ridge Regional Hospital,LEKMA Hospital,0.0884853,4,-0.11998,5.60237,Greater Accra,Ledzokuku,yes,423
Ridge Regional Hospital,Manna Mission Hospital,0.10065,5,-0.10872,5.60706,Greater Accra,Ledzokuku,no,424
Ridge Regional Hospital,Lekpongunor CHPS,0.562038,7,0.317,5.7854,Greater Accra,Ningo Prampram,no,425
Ridge Regional Hospital,Nyigbenya CHPS,0.498711,7,0.21885,5.83471,Greater Accra,Ningo Prampram,no,426
Ridge Regional Hospital,Old Ningo Health Centre,0.42933,6,0.18647,5.75161,Greater Accra,Ningo Prampram,no,427
Ridge Regional Hospital,Prampram Polyclinic,0.343152,4,0.11002,5.71177,Greater Accra,Ningo Prampram,no,428
Ridge Regional Hospital,Achimota Hospital,0.069425,4,-0.217153,5.62914,Greater Accra,Okaikwei North,yes,429
Ridge Regional Hospital,Ark Clinic,0.0692884,7,-0.252383,5.60612,Greater Accra,OkaiKwei North,no,430
Ridge Regional Hospital,Lapaz Community Hopital,0.071489,5,-0.253321,5.60843,GREATER ACCRA,OKAIKWEI NORTH,yes,431
Eastern Regional Hospital,Shai Osudoku Hospital,0.408329,4,0.09238,5.88561,Greater Accra,Shai Osudoku,yes,432
Ridge Regional Hospital,Manhean Polyclinic,0.238967,5,0.02428,5.64783,Greater Accra,Tema Metropolitan,no,433
Ridge Regional Hospital,Tema General Hospital,0.206636,4,-0.02496,5.67387,Greater Accra,Tema Metropolitan,yes,434
Ridge Regional Hospital,Tema Polyclinic,0.205675,4,-0.00667,5.63556,Greater Accra,Tema West,no,435
Ridge Regional Hospital,Mallam Demonstration Clinic,0.101828,7,-0.29943,5.57782,Greater Accra,Weija Gbawe,no,436
Ridge Regional Hospital,Oblogo Health Centre,0.107734,6,-0.306465,5.55805,Greater Accra,Weija Gbawe,no,437
Ridge Regional Hospital,Weija-Gbawe Municipal Hospital,0.0911949,4,-0.28996,5.56504,Greater Accra,Weija Gbawe,yes,438
Baptist Hospital,Binde  Hospital,0.340108,4,-0.02876,10.5656,North East,Bunkpurugu Nakpanduri,yes,439
Baptist Hospital,Bunkpurugu Health Centre,0.276823,6,-0.08894,10.5224,North East,Bunkpurugu Nakpanduri,no,440
Baptist Hospital,Chereponi Government Hospital,0.758971,4,0.291796,10.1406,North East,Chereponi,no,441
Baptist Hospital,Baptist Hospital,0,3,-0.36575,10.5197,North East,East Mamprusi,yes,442
Tamale Teaching Hospital,Loagri CHPS,0.615128,7,-1.00322,10.0043,NORTH EAST,MAMPRUGU MOAGDURI,no,443
Regional Hospital Bolgatanga,Fame (yiezesi) Health Centre,0.864105,6,-1.52641,10.2547,North East,Mamprugu Moagduri,no,444
Regional Hospital Bolgatanga,Kubori Health Centre,0.790159,6,-1.296,10.1468,North East,Mamprugu Moagduri,no,445
Regional Hospital Bolgatanga,Kunkwa Health Centre,0.471201,6,-1.12401,10.4155,North East,Mamprugu Moagduri,no,446
Regional Hospital Bolgatanga,Walewale District Hospital,0.463022,4,-0.80582,10.3476,North East,West Mamprusi,yes,447
Baptist Hospital,Yunyoo Health Centre,0.352136,4,-0.01575,10.4809,North East,Yunyoo-Nasuan,no,448
Baptist Hospital,Gushiegu District Hospital,0.609275,4,-0.214457,9.92948,Northern,Gushegu,no,449
Baptist Hospital,Karaga District Hospital,0.597075,4,-0.42901,9.92595,Northern,Karaga,yes,450
Dambai Health Certre,Bladjai EP Clinic,0.349966,7,0.10328,8.37883,Northern,Kpandai,no,451
Dambai Health Certre,ECG Hospital,0.46025,5,0.016667,8.46667,Northern,Kpandai,no,452
Dambai Health Certre,Fame Health Centre Kumdi,0.577809,6,-0.20386,8.46489,Northern,Kpandai,no,453
Dambai Health Certre,Kpandai  District Hospital,0.461141,4,0.00606,8.46327,Northern,Kpandai,yes,454
Dambai Health Certre,Oti River Health Centre,0.488092,6,-0.07582,8.4505,Northern,Kpandai,no,455
Tamale Teaching Hospital,Kings Medical Centre,0.158449,4,-0.948916,9.5338,Northern,Kumbungu,no,456
