Region.hospital,Facility,Dist.to.reg.hosp,tier,Longitude,Latitude ,region,district,xpert,unitID
REGIONAL HOSPITA KOFORIDUA,Anum CHPS,0.340542,7,-0.58566,6.00677,Eastern,Ayensuano,no,0
REGIONAL HOSPITA KOFORIDUA,Anum-Asaman Health Centre,0.463004,6,-0.649033,5.85,Eastern,West Akim,no,0
Ridge Hospital,ANYAA CHPS,0.111222,7,-0.303498,5.59974,Greater Accra,Ga Central,no,0
REGIONAL HOSPITA KOFORIDUA,Anyaboni Health Centre,0.317,6,-0.06667,6.35,Eastern,Upper Manya-Krobo,no,0
Ridge Hospital,Anyaman Health Centre,0.613079,6,0.36983,5.79134,Greater Accra,Ada West,no,0
Ho Teaching Hospital,Anyanui Health Centre,0.85614,6,0.73333,5.78333,Volta,Anloga,no,0
Holy Family Hospital,Anyima Health Center,0.29305,6,-1.87408,7.89301,Bono East,Kintampo South,no,0
Cape Coast Teaching Hospital,Anyinabrim Health Centre,0.505913,6,-1.21239,5.60874,Central,Assin South,no,0
REGIONAL HOSPITA KOFORIDUA,Anyinam Health Centre,0.729981,6,-0.95,5.86667,Eastern,Birim South,no,0
Dambai Health Centre,Anyinamae Health Centre,0.340593,6,-0.15415,8.05525,Oti,Krachi Nchumuru,no,0
REGIONAL HOSPITA KOFORIDUA,Anyinase Health Centre,0.801517,4,-1.05213,5.99417,Eastern,Akyemansa,no,0
Komfo Anokye Teaching Hospital,Anyinofi Health Centre,1.04723,6,-0.87609,7.42548,Ashanti,Sekyere Afram Plains,no,0
Cape Coast Teaching Hospital,Apam RCH Clinic,0.541084,7,-0.73821,5.3034,Central,Gomoa West,no,0
Komfo Anokye Teaching Hospital,Apatrapa Health Centre,0.0546282,6,-1.6824,6.71005,Ashanti,Kwadaso,no,0
Ho Teaching Hospital,Apeguso Clinic,0.439957,7,0.15,6.31667,Eastern,Asuogyaman,no,0
Cape Coast Teaching Hospital,Aperade Health Centre,0.694175,6,-1.1,5.78333,Eastern,Achiase,no,0
REGIONAL HOSPITA KOFORIDUA,Apimsu CHPS,0.30391,7,-0.06849,6.33487,Eastern,Upper Manya-Krobo,no,0
Effia Nkwanta Regional Hospital,Apinto Government Hospital,0.451414,5,-1.98638,5.30541,Western,Tarkwa-Nsuaem,no,0
Ridge Hospital,Aplaku Family Fitness Clinic,0.134075,6,-0.3271,5.52322,Greater Accra,Ga South,no,0
Cape Coast Teaching Hospital,Apoli Health Centre,0.851245,6,-1.15,5.95,Eastern,Akyemansa,no,0
REGIONAL HOSPITA KOFORIDUA,Aponoapono CHPS,0.246244,7,-0.499934,6.05527,Eastern,Suhum,no,0
Effia Nkwanta Regional Hospital,Apowa Health Centre,0.0765225,6,-1.81205,4.88824,Western,Ahanta West,no,0
Ridge Hospital,Appolonia Health Centre,0.267566,6,-0.07053,5.79699,Greater Accra,Kpone-Katamanso,no,0
Effia Nkwanta Regional Hospital,Apremdo CHPS,0.0554542,7,-1.79658,4.90512,Western,Effia-Kwesimintsim,no,0
Sefwi Wiawso Hospital,Aquay Allah Health Centre,0.368009,6,-2.64452,5.88429,Western North,Aowin,no,0
Goaso Municipal Hospital,Arhinful CHPS,0.418435,7,-2.92764,6.87011,Western North,Bia East,no,0
Ridge Hospital,Armah CHPS,0.594388,7,-0.79154,5.60654,Central,Agona West,no,0
Cape Coast Teaching Hospital,Asaafa CHPS,0.272926,7,-0.98782,5.20539,Central,Ekumfi,no,0
REGIONAL HOSPITA KOFORIDUA,Asafo (east Akim) Health Centre,0.219057,6,-0.47551,6.11459,Eastern,Abuakwa North,no,0
Komfo Anokye Teaching Hospital,Asafo Boakye Specialist Hospital,0.0719273,5,-1.64728,6.62816,Ashanti,Atwima Kwanwoma,no,0
Ridge Hospital,Asafo Health Centre,0.463726,6,-0.66243,5.55225,Central,Agona East,no,0
REGIONAL HOSPITA KOFORIDUA,Asakraka Health Centre,0.672329,6,-0.68333,6.61667,Eastern,Kwahu South,no,0
Komfo Anokye Teaching Hospital,Asamang SDA Hospital,0.283769,4,-1.43305,6.90286,Ashanti,Sekyere South,yes,0
Komfo Anokye Teaching Hospital,Asamang Tamfoe CHPS,0.839442,7,-1.21667,5.96667,Eastern,Akyemansa,no,0
REGIONAL HOSPITA KOFORIDUA,Asamankese Government Hospital,0.486371,4,-0.6788,5.85415,Eastern,West Akim,yes,0
REGIONAL HOSPITA KOFORIDUA,Asamankese Health Centre,0.469638,6,-0.66667,5.86667,Eastern,West Akim,no,0
REGIONAL HOSPITA KOFORIDUA,Asanyanso Health Centre,0.977841,6,-0.52385,7.03742,Eastern,Kwahu Afram Plains South,no,0
Effia Nkwanta Regional Hospital,Asasetre Health Centre,0.611576,6,-2.3479,5.0241,Western,Ellembelle,no,0
Cape Coast Teaching Hospital,Asebu CHPS,0.113577,7,-1.20974,5.21281,Central,Abura-Asebu-Kwamankese,no,0
Cape Coast Teaching Hospital,Asebu CHPS,0.113577,7,-1.20974,5.21281,Central,Abura-Asebu-Kwamankese,no,0
Goaso Municipal Hospital,Asemnyinakrom CHPS,0.412312,7,-2.90128,6.65835,Western North,Bia East,no,0
Cape Coast Teaching Hospital,Asempaneye CHPS,0.356543,7,-0.98333,5.35,Western North,Asikuma-Odoben-Brakwa,no,0
Cape Coast Teaching Hospital,Asempayin CHPS,0.445079,7,-0.879749,5.36353,Central,Gomoa West,no,0
REGIONAL HOSPITA KOFORIDUA,Asene CHPS,0.698994,7,-0.932517,5.91629,Eastern,Asene Manso Akroso,no,0
REGIONAL HOSPITA KOFORIDUA,Asenema CHPS,0.178283,7,-0.09739,6.17569,Eastern,Okere,no,0
REGIONAL HOSPITA KOFORIDUA,Aseseeso Clinic,0.218821,7,-0.05662,6.00915,Eastern,Okere,no,0
REGIONAL HOSPITA KOFORIDUA,Asesewa CHPS,0.404255,7,-0.06809,6.45394,Eastern,Upper Manya-Krobo,no,0
REGIONAL HOSPITA KOFORIDUA,Asesewa Government Hospital,0.324446,4,-0.14694,6.40178,Eastern,Upper Manya-Krobo,yes,0
Ridge Hospital,Ashaiman New Crystal Clinic,0.20723,7,-0.03317,5.68671,Greater Accra,Ashaiman,no,0
Ridge Hospital,Ashaiman Polyclinic,0.201662,4,-0.03945,5.68576,Greater Accra,Ashaiman,yes,0
Ridge Hospital,Ashale Botwe Health Centre,0.137981,6,-0.13422,5.68411,Greater Accra,Adentan,no,0
Ridge Hospital,Asikasu (Upper West Akim) CHPS,0.424032,7,-0.56414,5.77744,Eastern,Upper West Akim,no,0
Goaso Municipal Hospital,Asikasu/Nsuhia Health Centre,0.537911,6,-2.88701,7.1903,Bono,Dormaa Municipal,no,0
Sefwi Wiawso Hospital,Asikuma CHPS,0.729926,7,-1.82723,5.89993,Central,Upper Denkyira East,no,0
Cape Coast Teaching Hospital,Asikuma Health Centre,0.545527,6,-0.99457,5.5903,Central,Asikuma-Odoben-Brakwa,no,0
REGIONAL HOSPITA KOFORIDUA,Asirebuso CHPS,0.520083,7,-0.45365,6.57819,Eastern,Fanteakwa North,no,0
REGIONAL HOSPITA KOFORIDUA,Asitey Health Centre,0.25039,6,-0.009032,6.13,Eastern,Lower Manya-Krobo,no,0
Komfo Anokye Teaching Hospital,Asiwa Health Centre,0.40265,4,-1.33448,6.42339,Ashanti,Bosome Freho,no,0
Komfo Anokye Teaching Hospital,Asokwa Health Centre,0.474392,4,-1.50204,6.24073,Ashanti,Adansi Asokwa,no,0
Komfo Anokye Teaching Hospital,Asonomaso Government Hospital,0.181243,4,-1.51157,6.83568,Ashanti,Kwabre East,no,0
Effia Nkwanta Regional Hospital,Assakae CHPS,0.0534036,7,-1.79741,4.93171,Western,Effia-Kwesimintsim,no,0
Baptist Hospital,Assemblies of God Health Centre Nakpanduri,0.21914,6,-0.17942,10.635,North East,Bunkpurugu -Nakpanduri,no,0
Tamale Teaching Hospital,Assemblies of God Hospital,0.59507,4,-0.31962,9.70975,Northern,Saboba,yes,0
Cape Coast Teaching Hospital,Assin Akonfudi Polyclinic,0.725641,4,-1.31,5.826,Central,Assin North,no,0
Cape Coast Teaching Hospital,Assin Awisem Health Centre,0.8233,7,-1.54909,5.86715,Central,Assin Foso,no,0
Cape Coast Teaching Hospital,Assin Bereku Health Centre,0.769024,6,-1.33988,5.86629,Central,Assin North,no,0
Cape Coast Teaching Hospital,Assin CHPS,0.492709,7,-0.80633,5.33551,Central,Gomoa West,no,0
Cape Coast Teaching Hospital,Assin Endwa CHPS,0.709156,7,-1.30204,5.81017,Central,Assin North,no,0
Cape Coast Teaching Hospital,Assin Foso Health Centre,0.594242,6,-1.2738,5.69698,Central,Assin Foso,no,0
Cape Coast Teaching Hospital,Assin Kushea Health Centre,0.800978,6,-1.45457,5.87564,Central,Assin North,no,0
Komfo Anokye Teaching Hospital,Assin Praso Presby Hospital,0.815644,6,-1.36201,5.92712,Central,Assin North,yes,0
Sefwi Wiawso Hospital,Asuadei CHPS,0.36528,7,-2.12022,6.20048,Central,Upper Denkyira West,no,0
Cape Coast Teaching Hospital,Asuansi CHPS,0.199288,7,-1.23669,5.30288,Central,Abura-Asebu-Kwamankese,no,0
Cape Coast Teaching Hospital,Asuansi Rural Clinic,0.202138,7,-1.25553,5.30526,Central,Abura-Asebu-Kwamankese,no,0
REGIONAL HOSPITA KOFORIDUA,Asuboa CHPS,0.648423,7,-0.870446,5.886,Eastern,Asene Manso Akroso,no,0
REGIONAL HOSPITA KOFORIDUA,Asuboi Health Centre,0.215143,6,-0.41545,5.9509,Eastern,Ayensuano,no,0
REGIONAL HOSPITA KOFORIDUA,Asunafo (atiwa) CHPS,0.502098,7,-0.7,6.33333,Eastern,Atiwa West,no,0
Goaso Municipal Hospital,Asunafo South District Hospital,0.129854,4,-2.43879,6.69668,Ahafo,Asunafo South,no,0
Komfo Anokye Teaching Hospital,Asuofua Polyclinic,0.0798547,6,-1.66501,6.76913,Ashanti,Atwima Nwabiagya North,no,0
REGIONAL HOSPITA KOFORIDUA,Asuokaw CHPS,0.468897,7,-0.63333,5.81667,Eastern,Upper West Akim,no,0
REGIONAL HOSPITA KOFORIDUA,Asuom Health Centre,0.63764,6,-0.86879,6.277,Eastern,Kwaebibirem,no,0
Ho Teaching Hospital,Atakora CHPS,0.799351,7,-0.08201,7.16648,Eastern,Kwahu Afram Plains North,no,0
Komfo Anokye Teaching Hospital,Atasomanso Hospital,0.0461507,5,-1.63325,6.6518,Ashanti,Kumasi,no,0
Holy Family Hospital,Atebubu Hospital,0.969466,4,-0.9819,7.74638,Bono East,Atebubu-Amanten,yes,0
Cape Coast Teaching Hospital,Ateiku Health Centre,0.649054,6,-1.68961,5.57277,Western,Wassa East,no,0
REGIONAL HOSPITA KOFORIDUA,Atiankama CHPS,0.594509,7,-0.83333,5.95,Eastern,Asene Manso Akroso,no,0
REGIONAL HOSPITA KOFORIDUA,Atimpoku Rch Clinic,0.355184,7,0.08167,6.20308,Eastern,Asuogyaman,no,0
Cape Coast Teaching Hospital,Atobiase Community Clinic,0.402843,7,-1.55731,5.35319,Western,Wassa East,no,0
REGIONAL HOSPITA KOFORIDUA,Atua Government Hospital,0.249995,4,-0.00824,6.11947,Eastern,Lower Manya-Krobo,yes,0
Ho Teaching Hospital,Ave-afiadenyigba Health Centre,0.479224,6,0.87924,6.33083,Volta,Akatsi North,no,0
Ho Teaching Hospital,Ave-dakpa Health Centre,0.435496,6,0.85134,6.36786,Volta,Akatsi North,no,0
REGIONAL HOSPITA KOFORIDUA,Awenare Health Center,0.397663,6,-0.61667,6.26667,Eastern,Atiwa East,no,0
REGIONAL HOSPITA KOFORIDUA,Awisa Health Centre,0.788867,4,-1.01667,5.88333,Eastern,Birim South,no,0
Cape Coast Teaching Hospital,Aworabo CHPS,0.780842,7,-1.21172,5.88393,Central,Assin North,no,0
REGIONAL HOSPITA KOFORIDUA,Aworasa CHPS,0.550768,7,-0.75473,5.86042,Eastern,West Akim,no,0
REGIONAL HOSPITA KOFORIDUA,Aworensua CHPS,0.62049,7,-0.77592,6.43712,Eastern,Atiwa East,no,0
Holy Family Hospital,Aworowa Health Centre,0.244889,7,-2.00436,7.37114,Bono East,Techiman North,no,0
Ridge Hospital,Awutu Health Centre,0.319495,6,-0.51446,5.51276,Central,Awutu Senya,no,0
Effia Nkwanta Regional Hospital,Axim Government Hospital,0.497512,4,-2.2387,4.86668,Western,Nzema East,yes,0
Cape Coast Teaching Hospital,Ayebeng CHPS,0.785874,7,-1.70347,5.73908,Central,Twifo-Ati-Mokwa,no,0
Cape Coast Teaching Hospital,Ayeldo CHPS,0.260316,7,-1.12753,5.33789,Central,Abura-Asebu-Kwamankese,no,0
Ridge Hospital,Ayetepa CHPS,0.513317,7,0.2667,5.7785,Greater Accra,Ningo Prampram,no,0
Effia Nkwanta Regional Hospital,Ayiem CHPS,0.226658,7,-1.9543,5.0101,Western,Mpohor,no,0
Cape Coast Teaching Hospital,Ayinasu CHPS,0.37711,7,-1.04369,5.42497,Central,Ajumako-Enyan-Essiam,no,0
Cape Coast Teaching Hospital,Ayipey CHPS,0.54489,7,-0.949063,5.56368,Central,Asikuma-Odoben-Brakwa,no,0
Komfo Anokye Teaching Hospital,Ayirebi Health Centre,0.796079,6,-1.12085,6.08511,Eastern,Akyemansa,no,0
Goaso Municipal Hospital,Ayomso Health Centre,0.0821428,6,-2.5863,6.76155,Ahafo,Asunafo North,no,0
Cape Coast Teaching Hospital,Baa Salvation Army Clinic,0.507137,6,-0.92037,5.4965,Central,Ajumako-Enyan-Essiam,no,0
Cape Coast Teaching Hospital,Baako CHPS,0.522741,7,-1.03333,5.58333,Central,Asikuma-Odoben-Brakwa,no,0
Bolgatanga Regional Hospital,Baare CHPS,0.15488,7,-0.86364,10.6527,Upper East,Talensi,no,0
Wa Regional Hospital,Babile Polyclinic,0.545877,4,-2.8465,10.5242,Upper West,Lawra,no,0
Holy Family Hospital,Badu Health Center,0.303553,6,-2.23043,7.7006,Bono,Tain,no,0
Sunyani Regional Hospital,Badukrom CHPS,0.659656,7,-2.97164,7.2908,Eastern,Dormaa Municipal,no,0
Sunyani Regional Hospital,Badukrom CHPS,0.659656,7,-2.97164,7.2908,Eastern,Dormaa Municipal,no,0
Bolgatanga Regional Hospital,Balungu CHPS,0.116872,7,-0.80346,10.9088,Upper East,Bongo,no,0
Holy Family Hospital,Bamboi Health Centre,0.564725,6,-2.03238,8.16515,Savannah,Bole,no,0
Effia Nkwanta Regional Hospital,Bamiankor Health Centre,0.432139,6,-2.16667,5.01667,Western,Nzema East,no,0
Holy Family Hospital,Banda  Ahenkro Health Centre,0.787731,4,-2.38095,8.2615,Bono,Banda,no,0
Dambai Health Centre,Banda Health Centre,0.364008,6,-0.09654,8.29353,Oti,Krachi Nchumuru,no,0
Komfo Anokye Teaching Hospital,Banko Health Centre,0.339107,6,-1.38949,6.93766,Ashanti,Sekyere Kumawu,no,0
Komfo Anokye Teaching Hospital,Banso CHPS,0.488695,7,-1.1928,6.47776,Eastern,Asante Akim South,no,0
Public Health Zonal Lab3,Baptist Hospital,1.285001007,3,-0.36575,10.5197,North East,East Mamprusi,yes,0
Komfo Anokye Teaching Hospital,Barekese Health Centre,0.192063,6,-1.73472,6.85823,Ashanti,Atwima Nwabiagya North,no,0
Cape Coast Teaching Hospital,Basofi Ningo CHPS,0.685207,7,-1.37988,5.77464,Central,Assin North,no,0
Dambai Health Centre,Bassa Health Centre,0.65632,6,-0.40995,7.79016,Bono East,Sene East,no,0
Baptist Hospital,Basyonde Health Centre,0.586111,6,-0.01454,10.9889,Upper East,Tempane,no,0
Ho Teaching Hospital,Battor Catholic Hospital,0.540598,4,0.40179,6.06826,Volta,North Tongu,yes,0
REGIONAL HOSPITA KOFORIDUA,BAWARE CHPS,0.205043,7,-0.075051,6.00247,Eastern,Okere,no,0
Sefwi Wiawso Hospital,Bawdie CHPS,0.694865,7,-2.0995,5.638,Western,Wassa Amenfi East,no,0
Ridge Hospital,Bawjiase Polyclinic,0.373775,4,-0.55191,5.68477,Central,Awutu Senya,no,0
Baptist Hospital,Bawku Presby Hospital,0.55809,4,-0.23324,11.0618,Upper East,Bawku Municipal,yes,0
Baptist Hospital,Bazua Health Centre,0.483701,7,-0.35746,11.0033,Upper East,Binduri,no,0
Sunyani Regional Hospital,Bechem Government Hospital,0.364403,4,-2.05409,7.08988,Ahafo,Tano South,yes,0
Cape Coast Teaching Hospital,Bediadua Health Centre,0.717955,6,-1.49687,5.77448,Central,Assin North,no,0
Cape Coast Teaching Hospital,Bedum Health Centre,0.482779,7,-1.00691,5.52583,Central,Asikuma-Odoben-Brakwa,no,0
REGIONAL HOSPITA KOFORIDUA,Begoro Hospital,0.321392,4,-0.36872,6.39806,Eastern,Fanteakwa North,yes,0
REGIONAL HOSPITA KOFORIDUA,Begoro Salvation Army Clinic,0.313213,7,-0.38333,6.38333,Eastern,Fanteakwa South,no,0
Dambai Health Centre,Bejamse Health Centre,0.0824594,6,0.15421,8.14037,Oti,Krachi Nchumuru,no,0
Komfo Anokye Teaching Hospital,Bekwai Municipal Hospital,0.246813,4,-1.57876,6.45616,Ashanti,Bekwai,yes,0
Cape Coast Teaching Hospital,Benin CHPS,0.560541,7,-0.997176,5.60834,Central,Asikuma-Odoben-Brakwa,no,0
Effia Nkwanta Regional Hospital,Benso Health Centre,0.278089,6,-1.88988,5.16133,Western,Tarkwa-Nsuaem,no,0
REGIONAL HOSPITA KOFORIDUA,Bepong Health Centre,0.681537,6,-0.71667,6.6,Eastern,Kwahu South,no,0
Sunyani Regional Hospital,Beposo CHPS,0.368555,7,-2.15871,7.01093,Western,Ahafo Ano North,no,0
Ridge Hospital,Berekuso Health Centre,0.196978,4,-0.228687,5.75688,Eastern,Akwapim South,no,0
Sefwi Wiawso Hospital,Besease CHPS,0.375561,7,-2.11664,6.14368,Central,Upper Denkyira West,no,0
Sefwi Wiawso Hospital,Bibiani District Hospital,0.290473,4,-2.32238,6.45658,Western North,Bibiani-Anhwiaso-Bekwai,yes,0
Wa Regional Hospital,Billaw Health Centre,0.850018,6,-2.68208,10.9213,Upper West,Lambussie,no,0
Baptist Hospital,Bimbagu CHPS,0.270782,7,-0.10255,10.5833,North East,Bunkpurugu -Nakpanduri,no,0
Dambai Health Centre,Bimbilla  District Hospital,0.829221,4,-0.05562,8.85756,Northern,Nanumba North,no,0
Cape Coast Teaching Hospital,Bimpong Egya Polyclinic,0.633487,7,-1.49629,5.68344,Central,Twifo-Ati-Mokwa,no,0
Cape Coast Teaching Hospital,Bimpongso CHPS,0.633487,7,-1.49629,5.68344,Central,Twifo-Ati-Mokwa,no,0
Baptist Hospital,Binaba Health Centre,0.270163,6,-0.48579,10.7617,Upper East,Bawku West,no,0
Baptist Hospital,Binde  Hospital,0.340108,4,-0.02876,10.5656,North East,Bunkpurugu -Nakpanduri,no,0
Baptist Hospital,Binduri Health Centre,0.443345,4,-0.31329,10.9599,Upper East,Binduri,no,0
Cape Coast Teaching Hospital,Biriwa Health Centre,0.113682,6,-1.14719,5.16775,Central,Mfantsiman,no,0
Cape Coast Teaching Hospital,Biriwa Polyclinic,0.137759,5,-1.11619,5.1618,Central,Mfantsiman,no,0
REGIONAL HOSPITA KOFORIDUA,Blue Diamond CHPS,0.470514,7,-0.66679,5.8651,Eastern,West Akim,no,0
REGIONAL HOSPITA KOFORIDUA,Boadua Health Centre,0.547918,6,-0.801648,6.03516,Eastern,Denkyembour,no,0
Komfo Anokye Teaching Hospital,Boamang Health Centre,0.240772,4,-1.61173,6.93791,Ashanti,Afigya Kwabre North,no,0
Cape Coast Teaching Hospital,Boatyard CHPS,0.54376,7,-0.72924,5.28723,Central,Gomoa West,no,0
Cape Coast Teaching Hospital,Bobikuma Health Centre,0.595476,6,-0.850976,5.55355,Central,Agona West,no,0
Effia Nkwanta Regional Hospital,Boboobo CHPS,0.466086,7,-1.97894,5.3271,Western,Tarkwa-Nsuaem,no,0
Sunyani Regional Hospital,Bofourkrom Health Centre,0.204247,6,-2.27834,7.54614,Bono,Sunyani West,no,0
Effia Nkwanta Regional Hospital,Bogoso Health Centre,0.697684,6,-2.01667,5.56667,Western,Prestea-Huni Valley,no,0
Sefwi Wiawso Hospital,Boinso Health Centre,0.696717,6,-2.72461,5.56173,Western North,Aowin,no,0
St. Anne's Hospital,Bole District Hospital,0.688834,4,-2.4875,9.02744,Savannah,Bole,yes,0
Sunyani Regional Hospital,Bomaa District Hospital ,0.296192,7,-2.16787,7.08756,Ahafo,Tano North,no,0
Effia Nkwanta Regional Hospital,Bomba CHPS,0.130334,7,-1.81313,5.03507,Western,Mpohor,no,0
Komfo Anokye Teaching Hospital,Bomso  Clinic,0.0517818,7,-1.57907,6.68468,Ashanti,Oforikrom,no,0
Bolgatanga Regional Hospital,Bongo Hospital,0.120076,4,-0.80728,10.9145,Upper East,Bongo,no,0
Bolgatanga Regional Hospital,Bongo Soe Health Centre,0.176003,6,-0.78179,10.9643,Upper East,Bongo,no,0
Ridge Hospital,Bonikope Health Centre,0.666464,6,0.40386,5.84672,Greater Accra,Ada West,no,0
Sunyani Regional Hospital,Bonita Health Centre,0.594242,6,-2.58253,7.87529,Bono,Tain,no,0
Effia Nkwanta Regional Hospital,Bonsa CHPS Compound,0.392403,7,-2.04528,5.1763,Western,Tarkwa-Nsuaem,no,0
Effia Nkwanta Regional Hospital,Bonsawire CHPS,0.707778,7,-2.44561,5.02139,Western,Tarkwa-Nsuaem,no,0
Sefwi Wiawso Hospital,Bonsu Nkwanta (Juaboso) Health Centre,0.542547,6,-3.01765,6.32004,Western North,Juaboso,no,0
Ridge Hospital,Bontrase Health Centre,0.363455,6,-0.55935,5.60812,Central,Awutu Senya,no,0
Effia Nkwanta Regional Hospital,BOPP Ltd Clinic,0.248714,7,-1.91318,5.10705,Western,Mpohor,no,0
Dambai Health Centre,Borae Health Centre,0.239608,6,-0.03478,8.15676,Oti,Krachi Nchumuru,no,0
Ridge Hospital,Bortianor Polyclinic,0.156392,5,-0.34467,5.50576,Greater Accra,Ga South,no,0
REGIONAL HOSPITA KOFORIDUA,Boso Health Center,0.465316,6,-0.17658,6.55492,Eastern,Kwahu Afram Plains South,no,0
Cape Coast Teaching Hospital,BOSOMASE CHPS,0.580047,7,-0.969072,5.61596,Central,Asikuma-Odoben-Brakwa,no,0
REGIONAL HOSPITA KOFORIDUA,Bosuso Health Centre,0.253334,4,-0.41038,6.29841,Eastern,Fanteakwa South,no,0
REGIONAL HOSPITA KOFORIDUA,Boti Health Centre,0.112669,7,-0.22298,6.20399,Eastern,Yilo-Krobo,no,0
Effia Nkwanta Regional Hospital,Botodwina CHPS,0.138914,7,-1.69871,5.05539,Western,Mpohor,no,0
Sunyani Regional Hospital,Botokrom Health Center,0.472188,4,-2.75212,7.52172,Bono,Berekum West,no,0
Effia Nkwanta Regional Hospital,Brahabobom CHPS,0.446335,7,-1.98768,5.29854,Western,Tarkwa-Nsuaem,no,0
Cape Coast Teaching Hospital,Brakwa Health Centre,0.648374,6,-0.98457,5.69912,Central,Asikuma-Odoben-Brakwa,no,0
REGIONAL HOSPITA KOFORIDUA,Brekumanso Health Centre,0.411578,6,-0.62467,5.91129,Eastern,West Akim,no,0
Komfo Anokye Teaching Hospital,Brenase Health Centre,0.70821,6,-1.14121,6.18449,Eastern,Akyemansa,no,0
Cape Coast Teaching Hospital,Brenu Akyinim CHPS,0.191072,7,-1.42862,5.06712,Central,Komenda-Edna-Eguafo-Abirem,no,0
Cape Coast Teaching Hospital,Brimso Sanford CHPS,0.036982,7,-1.27098,5.12539,Central,Cape Coast,no,0
Cape Coast Teaching Hospital,Brofo Health Centre,0.462944,6,-0.85706,5.3622,Central,Gomoa West,no,0
Cape Coast Teaching Hospital,Brofoyedru (Ateiku) CHPS,0.575508,7,-1.65628,5.50215,Western,Wassa East,no,0
Cape Coast Teaching Hospital,Brofoyedur CHPS,0.00966679,7,-1.23471,5.11092,Central,Cape Coast,no,0
Sunyani Regional Hospital,Brong Ahafo Regional Hospital,0.000470111,5,-2.3142,7.3446,Bono,Sunyani Municipal,no,0
Ho Teaching Hospital,Bruben CHPS,0.562895,7,-0.0202525,6.85173,Eastern,Kwahu Afram Plains North,no,0
Komfo Anokye Teaching Hospital,Bryant Mission Hospital,0.50705,5,-1.646,6.191,Ashanti,Obuasi,no,0
Sefwi Wiawso Hospital,Buabin CHPS,0.799528,7,-1.75838,5.88281,Central,Upper Denkyira East,no,0
Komfo Anokye Teaching Hospital,Buabinso CHPS,0.748879,7,-1.73867,5.95694,Central,Upper Denkyira East,no,0
Ridge Hospital,Buduatta Health Centre,0.38405,6,-0.57727,5.49689,Central,Gomoa East,no,0
Baptist Hospital,Bugri Health Centre,0.505565,4,-0.13476,10.9694,Upper East,Tempane,no,0
Wa Regional Hospital,Bugubelle CHPS,0.732637,7,-1.97141,10.5729,Upper West,Sissala East,no,0
St. Anne's Hospital,Buipe Polyclinic,0.432265,4,-1.46951,8.78358,Savannah,Central Gonja,no,0
REGIONAL HOSPITA KOFORIDUA,Bukunor Health Centre,0.201645,6,-0.10604,6.23011,Eastern,Yilo-Krobo,no,0
Wa Regional Hospital,Bulenga Health Centre,0.346438,6,-2.20738,9.93698,Upper West,Wa East,no,0
Baptist Hospital,Bunkpurugu Health Centre,0.276823,6,-0.08894,10.5224,North East,Bunkpurugu -Nakpanduri,no,0
Holy Family Hospital,Buoyem Health Centre,0.061545,7,-1.96116,7.66609,Bono East,Techiman North,no,0
Wa Regional Hospital,Busa Health Centre,0.144872,6,-2.39089,10.0206,Upper West,Wa Municipal,no,0
Wa Regional Hospital,Bussie Health Centre,0.404207,4,-2.50068,10.4907,Upper West,Daffiama-Bussie-Issa,no,0
Holy Family Hospital,Busunya Health Centre,0.2939,4,-1.65773,7.68463,Bono East,Nkoranza North,no,0
Goaso Municipal Hospital,Camp 15 CHPS,0.388875,7,-2.90357,6.79336,Western North,Bia East,no,0
Cape Coast Teaching Hospital,Cape Coast Metropolitan Hospital,0.038734,4,-1.27488,5.12254,Central,Cape Coast,no,0
Cape Coast Teaching Hospital,Cape Coast RCH Centre,0.00767062,6,-1.24714,5.10833,Central,Cape Coast,no,0
Public Health Zonal Lab2,Cape Coast Teaching Hospital,0.545927,3,-1.24107,5.10364,Central,Cape Coast,yes,0
Ho Teaching Hospital,Central Aflao Hospital,0.840336,5,1.1691,6.11523,Volta,Ketu South,no,0
Ridge Hospital,Chalton Clinic,0.0249636,7,-0.2104,5.54007,Greater Accra,Accra Metro,no,0
Ridge Hospital,Chantan RCH Clinic,0.0825093,7,-0.258599,5.61904,Greater Accra,Ga Central,no,0
Wa Regional Hospital,Charia Health Centre,0.179755,6,-2.34146,10.0635,Upper West,Wa East,no,0
Wa Regional Hospital,Charingu Health Centre,0.225804,6,-2.29388,10.0856,Upper West,Wa East,no,0
Baptist Hospital,Chereponi Government Hospital,0.758971,4,0.291796,10.1406,North East,Chereponi,no,0
Bolgatanga Regional Hospital,Chiana Health Centre,0.408515,6,-1.26726,10.858,Upper East,Kasena-Nankana West,no,0
Dambai Health Centre,Chinderi Health Center,0.348549,4,-0.155623,8.13196,Oti,Krachi Nchumuru,no,0
Sunyani Regional Hospital,Chiraa Government Hospital,0.143611,6,-2.18294,7.40329,Bono,Sunyani West,no,0
Sefwi Wiawso Hospital,Chirano Health Centre,0.175413,6,-2.31919,6.27276,Western North,Bibiani-Anhwiaso-Bekwai,no,0
Tamale Teaching Hospital,Choggu Health Centre,0.0568648,6,-0.86565,9.43133,Northern,Sagnarigu,no,0
Ridge Hospital,Christian Medical Centre,0.128995,5,-0.07769,5.60656,Greater Accra,Krowor,no,0
Bolgatanga Regional Hospital,Chuchuliga Health Centre,0.319334,6,-1.18111,10.8153,Upper East,Builsa North,no,0
