 row no., facName, population, binInc , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10  
177,Awutu Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
178,Bawjiase Polyclinic,40257, 8, 0.993941, 0, 0, 0, 0, 0, 0, 0, 0, 0.00722805
179,Bontrase Health Centre,40303, 9.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00113
180,Senya Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
181,Kasoa Polyclinic,1450, 20.3, 0, 0, 0, 0, 0, 0, 0, 0, 0.401341, 0.60201
182,Mother and Child Hospital,50508, 0.1, 1.00059, 0, 0, 0, 0, 0, 0, 0, 0, 0
183,Adisadel Urban Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
184,Cape Coast Metropolitan Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
185,Cape Coast Teaching Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
186,C-Poly Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
187,Essuakyir CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
188,Ewim Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
189,University Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190,Ansaful CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
191,Gyangyanadze CHPS,40804, 9.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00116
192,Trauma & Specialist Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193,Winneba Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194,Winneba Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
195,Essuehyia Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
196,Otuam Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
197,Abasa CHPS,30583, 5.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00211
198,Aboso CHPS,70512, 4.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00051
199,Dahom CHPS,28885, 19.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00208
200,Ekwamkrom CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
201,Obuasi Health Centre,29048, 0.1, 1.00206, 0, 0, 0, 0, 0, 0, 0, 0, 0
202,Dasum CHPS,79447, 11.8, 0.50756, 0, 0, 0, 0, 0, 0, 0.00366257, 0, 0.49
203,Nyanyano Health Centre,50903, 0.1, 1.00061, 0, 0, 0, 0, 0, 0, 0, 0, 0
204,Ojobi  Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
205,St Gregory Catholic Hospital,131796, 23.1, 0.338461, 0, 0, 0, 0, 0.250196, 0.379067, 0.0110387, 0.00883072, 0.0132459
206,Brofo Health Centre,36987, 19.4, 0, 0, 0.876216, 0.00467394, 0.0140217, 0.00934766, 0.0233685, 0.0280426, 0.0186951, 0.0280422
207,Dago Health Centre,30884, 0.1, 1.00174, 0, 0, 0, 0, 0, 0, 0, 0, 0
208,Dawurampong Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
209,Oguaa Health Centre,31343, 0.1, 1.00177, 0, 0, 0, 0, 0, 0, 0, 0, 0
210,Osedzie Health Centre,30440, 0.1, 1.00191, 0, 0, 0, 0, 0, 0, 0, 0, 0
211,St Luke Catholic Hospital Apam,28936, 19.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00213
212,Agona Health Centre - Komenda,33583, 15.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00345
213,Ankaful Gen Leprosy Hospital,32399, 0.1, 1.00139, 0, 0, 0, 0, 0, 0, 0, 0, 0
214,Brenu Akyinim CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
215,Elmina Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
216,Kissi Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
217,Komenda Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
218,Abandze Health Centre,109274, 21, 0.251219, 0, 0, 0, 0, 0, 0, 0.00158145, 0.499455, 0.250153
219,Anomabo Health Centre,17520, 0.1, 1.00213, 0, 0, 0, 0, 0, 0, 0, 0, 0
220,Biriwa Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
221,Biriwa Polyclinic,57425, 25, 0.318787, 0, 0, 0.167026, 0.486489, 0.00902789, 0.00300928, 0.00601855, 0.00601855, 0.00601856
222,Dominase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
223,Mankessim Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
224,Mercy Women Catholic Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
225,Saltpond Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
226,Morkwa Health Centre,46815, 14.6, 0, 0, 0, 0, 0, 0, 0, 0, 0.205238, 0.798318
227,Twifo Ati Morkwa District Hospital,16858, 0.1, 1.0045, 0, 0, 0, 0, 0, 0, 0, 0, 0
228,Frami Health Centre,38283, 19.4, 0.495642, 0, 0, 0, 0, 0, 0, 0, 0.504709, 0.00253591
229,Hemang Health Centre,31524, 18.6, 0.497241, 0, 0, 0, 0, 0, 0, 0, 0, 0.507288
230,Jukwa Health Centre,66278, 22, 0.492104, 0, 0, 0, 0, 0, 0, 0, 0, 0.509197
231,Dunkwa Municipal Hospital,74349, 13.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00102
232,Kyekyewere Health Centre,92242, 5.9, 0, 0, 0, 0, 0, 0.46696, 0.00851552, 0.517795, 0.00283849, 0.00567703
233,St Mark Hospital,64722, 0.1, 1.00116, 0, 0, 0, 0, 0, 0, 0, 0, 0
234,Diaso Health Centre,15469, 15.3, 0, 0, 0, 0, 0, 0, 0, 0.00825896, 0.957484, 0.0412951
235,Pentecost Health Centre,31025, 17.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00633
236,SDA Clinic,263204, 31.3, 0.0120816, 0.0402363, 0.0467692, 0.407317, 0.177073, 0.149757, 0.0871048, 0.0453544, 0.0347069, 0.00310138
237,Subin Health Centre,159250, 33.1, 0.0114932, 0.0455741, 0.359018, 0.239773, 0.041829, 0.0418594, 0.0308856, 0.0281368, 0.106511, 0.101195
238,Hawa Memorial Saviour Hospital,28317, 23.8, 0.0205476, 0.0616427, 0.133559, 0.123287, 0.0821946, 0.122976, 0.153794, 0.140768, 0.123294, 0.0410979
239,New Tafo Government Hospital,40219, 17.8, 0.0651031, 0.186054, 0.260538, 0.175406, 0.0781501, 0.0835866, 0.0611591, 0.0708817, 0.0144689, 0.00723451
240,Kibi Government Hospital,84686, 22.8, 0.0103075, 0.017179, 0.0652798, 0.054971, 0.0824578, 0.0927647, 0.0721472, 0.0950796, 0.47997, 0.0322014
241,Achiase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242,Akenkensu CHPS,8403, 0.1, 1.00313, 0, 0, 0, 0, 0, 0, 0, 0, 0
243,Anamase CHPS,27879, 0.1, 1.00243, 0, 0, 0, 0, 0, 0, 0, 0, 0
244,Aperade Health Centre,27903, 0.1, 1.00218, 0, 0, 0, 0, 0, 0, 0, 0, 0
245,Osoroase CHPS,12753, 0.1, 1.00095, 0, 0, 0, 0, 0, 0, 0, 0, 0
246,Adawso Health Centre,174, 4.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00234
247,Akropong Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
248,Larteh Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
249,Mampong Urban CHPS,42219, 37.7, 0.0234215, 0.13901, 0.153615, 0.157616, 0.160717, 0.123795, 0.078533, 0.0827613, 0.0591912, 0.0238813
250,Mangoase (AKN) Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
251,Okorase CHPS,201070, 9.1, 0, 0, 0.985965, 0.0020215, 0.00173478, 0.00266097, 0.00173475, 0.00173474, 0.000867353, 0.0034694
252,Tetteh Quarshie Memorial Hospital,96441, 6.1, 0, 0, 0, 0, 0, 0, 0, 0, 0.998675, 0.00180844
253,Tinkong CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
254,Tutu CHPS,136805, 7.7, 0.996496, 0, 0, 0, 0, 0, 0, 0, 0.00127486, 0.00254972
255,Kom Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
256, Presbyterian Health Centre - Kom Aburi,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
257,Berekuso Health Centre,211584, 0.1, 1.00016, 0, 0, 0, 0, 0, 0, 0, 0, 0
258,Obotwere Health Centre,11560, 10.2, 0, 0.539976, 0.178329, 0.124921, 0.0366338, 0.0150859, 0.0301725, 0, 0.0301715, 0.0452571
259,Pakro Health Centre,132544, 2.7, 0, 0, 0, 0, 0, 0, 0, 0.529175, 0, 0.471142
260,Pokrom Health Centre,214625, 0.1, 1.00016, 0, 0, 0, 0, 0, 0, 0, 0, 0
261,Anyinase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
262,Brenase Health Centre,72279, 34.4, 0.061444, 0.125012, 0.134421, 0.133427, 0.151982, 0.15077, 0.10912, 0.079141, 0.0474195, 0.0109408
263,Akroso Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
264,Asuboa CHPS,30332, 0.1, 1.002, 0, 0, 0, 0, 0, 0, 0, 0, 0
265,Onomabo CHPS,29403, 0.1, 1.00193, 0, 0, 0, 0, 0, 0, 0, 0, 0
266,Adjena Health Centre,27332, 45.2, 0.169101, 0.542323, 0.193813, 0.0896485, 0, 0, 0, 0, 0.00201565, 0.00590484
267,Akosombo VRA Hospital,23486, 8.9, 0.0384896, 0.0193689, 0.0993981, 0.128362, 0.117462, 0.178287, 0.158835, 0.125622, 0.0775786, 0.058955
268,Apeguso Clinic,25101, 19.5, 0.0861945, 0.203031, 0.308538, 0.174116, 0.0576303, 0.0511778, 0.0610296, 0.0329872, 0.015805, 0.013775
269,Boso CHPS,19304, 42.9, 0.460168, 0.31024, 0.124629, 0.00836389, 8.52673e-05, 0, 0.00734299, 0.0282357, 0.0347924, 0.0304683
270,Frankadua Clinic,9541, 12.7, 0.088349, 0.220929, 0.262004, 0.113449, 0.096885, 0.0908885, 0.0264035, 0.0477348, 0.027868, 0.0288997
271,Senchi Ferry Asuogyaman,33915, 17, 0.0569061, 0.0887305, 0.1643, 0.086426, 0.0620103, 0.332479, 0.158735, 0.0216577, 0.0189504, 0.0135359
272,Senchi Ferry CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
273,Enyiresi Hospital,16289, 30.3, 0.0180726, 0.0903626, 0.135577, 0.191239, 0.171488, 0.132832, 0.10431, 0.0709534, 0.0219103, 0.0657291
274,New Jejeti Health Centre,47501, 38.5, 0.0242009, 0.108418, 0.159521, 0.15046, 0.169568, 0.135359, 0.103344, 0.0760031, 0.0453256, 0.0293664
275,Abomosu Health Centre,41762, 34.8, 0.0105762, 0.102235, 0.112809, 0.155141, 0.184838, 0.199448, 0.115489, 0.0753551, 0.0281982, 0.0176236
276,Awenare Health Center,23490, 22.3, 0.0250722, 0.0505576, 0.0663668, 0.140899, 0.114589, 0.149511, 0.195299, 0.111696, 0.116971, 0.0311316
277,Kwabeng (atiwa) Health Centre,16734, 20.4, 0.0439894, 0.0615855, 0.131966, 0.123167, 0.14956, 0.141424, 0.130454, 0.0788912, 0.0879601, 0.0527607
278,Amanase Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
279,Asuboi Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
280,Marfo Health Centre,51054, 19.8, 0.989249, 0, 0, 0, 0, 0, 0, 0, 0.00569934, 0.00569926
281,Oda Hospital,27706, 0.1, 1.00242, 0, 0, 0, 0, 0, 0, 0, 0, 0
282,Amuana Praso Health Centre,29878, 27.8, 0.0121326, 0.0340076, 0.0827308, 0.123508, 0.135238, 0.196548, 0.177916, 0.124284, 0.0968984, 0.019693
283,New Abirem Hospital,33039, 27.8, 0.0488801, 0.164845, 0.133316, 0.165808, 0.180235, 0.0996033, 0.0669938, 0.0724796, 0.0488423, 0.0209245
284,Noyem CHPS,28219, 27.8, 0.084704, 0.127108, 0.135483, 0.139836, 0.178897, 0.130009, 0.0786717, 0.0696868, 0.0375148, 0.0208414
285,Pankese CHPS,42469, 36.4, 0.0196731, 0.0725143, 0.206443, 0.241235, 0.16726, 0.1296, 0.0781922, 0.0374352, 0.0282171, 0.0208007
286,St Michaels Clinic,29640, 34.5, 0.0341024, 0.190649, 0.196134, 0.182772, 0.126472, 0.0704202, 0.0674752, 0.059537, 0.0595353, 0.0158749
287,Tweapease Health Centre,19973, 31.9, 0.0403432, 0.11755, 0.124274, 0.163781, 0.152096, 0.133775, 0.128974, 0.07453, 0.0442199, 0.0221095
288,Apoli Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
289,Swedru Catholic Clinic,13909, 0.1, 1.00135, 0, 0, 0, 0, 0, 0, 0, 0, 0
290,Akwatia CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
291,GCD Hospital,3832, 0.1, 1.00105, 0, 0, 0, 0, 0, 0, 0, 0, 0
292,St Dominic Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
293,Takrowase Health Centre,56596, 14.3, 0.497326, 0, 0, 0, 0, 0, 0, 0.0030546, 0.00305455, 0.499001
294,Begoro Hospital,19656, 24.8, 0.0192925, 0.0900299, 0.102894, 0.0964635, 0.135045, 0.19934, 0.15432, 0.0964427, 0.0771513, 0.0321445
295,Begoro Salvation Army Clinic,4662, 16.9, 0.0271146, 0.108459, 0.0271146, 0.135576, 0.0813458, 0.135578, 0.135577, 0.162698, 0.162693, 0.0271146
296,Ame Zion Health Centre,9553, 15.5, 0, 0.053067, 0.0661674, 0.188175, 0.175975, 0.177547, 0.146676, 0.0893192, 0.0351932, 0.0713056
297,Bosuso Health Centre,7694, 14.8, 0, 0.0524436, 0.262429, 0.12908, 0.157802, 0.117221, 0.101787, 0.0837424, 0.0492933, 0.0492938
298,Abehenease CHPS,24742, 29.7, 0.0139822, 0.182343, 0.160447, 0.152897, 0.165611, 0.106992, 0.0796896, 0.0667541, 0.0408817, 0.0349324
299,Asuom Health Centre,26381, 22.5, 0.026206, 0.0262051, 0.0982706, 0.0701389, 0.114673, 0.163075, 0.233323, 0.155572, 0.0975869, 0.0196566
300,Kade Govt Hospital,32204, 0.1, 1.00165, 0, 0, 0, 0, 0, 0, 0, 0, 0
301,Takyiman CHPS,19944, 24, 0.0260042, 0.0780122, 0.103052, 0.114842, 0.134666, 0.182435, 0.192238, 0.10469, 0.0339799, 0.0334401
302,Holy Rosary Health Centre,53146, 52.3, 0.086859, 0.192354, 0.223043, 0.128826, 0.0900569, 0.0933356, 0.0659914, 0.0650293, 0.0524947, 0.0160977
303,Presbyterian Hospital -Donkorkrom,106154, 49.6, 0.0390943, 0.085297, 0.134522, 0.170889, 0.153785, 0.118469, 0.0962782, 0.108319, 0.0832894, 0.0192755
304,Asanyanso Health Centre,46233, 42.8, 0.0608027, 0.115787, 0.161975, 0.218666, 0.212622, 0.0793361, 0.0517071, 0.0455177, 0.0406987, 0.0287795
305,Holy Spirit Health Centre,38888, 49.2, 0.0888145, 0.133989, 0.148492, 0.177408, 0.161779, 0.106347, 0.0650542, 0.0559556, 0.0539292, 0.0226143
306,Maame Krobo Health Centre,63175, 44.5, 0.0668984, 0.157693, 0.188582, 0.198165, 0.19516, 0.107177, 0.0562007, 0.0232532, 0.00935591, 0.00437205
307,Akwasiho Health Centre,21891, 21.6, 0.0624596, 0.142244, 0.181803, 0.175459, 0.139124, 0.115926, 0.100214, 0.0454188, 0.0170317, 0.0227088
308,Nkwatia Health Centre,9222, 13.7, 0.11862, 0.157385, 0.211471, 0.145345, 0.119282, 0.0526802, 0.0654261, 0.0801923, 0.0269539, 0.0269537
309,Pepease Health Centre,30186, 29, 0.0452879, 0.123507, 0.214074, 0.164269, 0.14655, 0.113182, 0.115417, 0.05141, 0.0164646, 0.0123505
310,St Joseph (kwE) Clinic,6969, 26.4, 0.0341331, 0.102399, 0.187744, 0.205459, 0.11947, 0.0853378, 0.0682717, 0.0853413, 0.0682752, 0.051207
311,Bepong Health Centre,5828, 20.9, 0, 0.0816402, 0.106243, 0.190467, 0.0719367, 0.168361, 0.084503, 0.113427, 0.106558, 0.081517
312,Kwahu Government Hospital,18644, 35.6, 0.0648754, 0.221315, 0.087908, 0.125584, 0.150704, 0.138151, 0.0627984, 0.0627052, 0.0608175, 0.026338
313,Kwahu Praso Presby Health Centre,28322, 31.7, 0.0131551, 0.0856489, 0.146197, 0.169869, 0.153681, 0.149183, 0.0949509, 0.0692742, 0.0787529, 0.042274
314,Nkyenenkyene Health Centre,75390, 36.9, 0.0468234, 0.0919562, 0.0924093, 0.14265, 0.147664, 0.192191, 0.173833, 0.0716343, 0.0282789, 0.019073
315,Holy Family (Kwahu West) District Hospital,8385, 23.2, 0.0279231, 0.274658, 0.0558471, 0.167543, 0.167545, 0.167547, 0.0837767, 0, 0.027926, 0.0279266
316,Akuse Government Hospital,90958, 5.3, 0, 0, 0, 0, 0, 0, 0, 0, 0.998531, 0.00191745
317,Atua Government Hospital,42020, 5.7, 0, 0, 0.952423, 0.00799713, 0.00799713, 0, 0.0159941, 0.00799701, 0, 0.00799701
318,Kpong Health Centre,65794, 9.8, 0.0172188, 0.0270071, 0.223968, 0.54774, 0.0981071, 0.0801574, 0.00464588, 0, 0.000805695, 0.00139555
319,Oborpa Health Centre,207408, 8, 0.00288924, 0.00716684, 0.0111163, 0.0123727, 0.444832, 0.472479, 0.0194892, 0.0154831, 0.00654189, 0.00809986
320,Odumase (LMKM) Health Centre,40805, 5.9, 0.885436, 0, 0.00823525, 0, 0.00823512, 0.0164698, 0.0247042, 0.0327559, 0.00823457, 0.0164175
321,St. Martin's de Porres Hospital - Agomanya,35015, 3.3, 0.923569, 0, 0.00959702, 0, 0.00959702, 0.00959686, 0, 0.0191939, 0.0191936, 0.0095967
322,Akwadum Health Centre,913, 10.1, 0, 0, 0, 0, 0, 0.364936, 0, 0.318696, 0, 0.318691
323,Jumapo Health Centre,31032, 12.4, 0.239826, 0.324883, 0.158011, 0.146003, 0.0772416, 0.0115104, 0.00561958, 0.0262346, 0.00561939, 0.0056193
324,St Joseph's (New Juabeng) Hospital,164189, 0.1, 1.00016, 0, 0, 0, 0, 0, 0, 0, 0, 0
325,Eastern Regional Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
326,Koforidua Poly Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
327,Koforidua SDA Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
328,Adoagyiri Health Centre,49642, 15.7, 0, 0, 0, 0, 0.953688, 0.0117228, 0.0117228, 0, 0.0117228, 0.0117228
329,Djankrom Health Centre,870, 9.5, 0, 0, 0, 0, 0, 0, 0, 0.334453, 0, 0.66889
330,Nsawam Government Hospital,56923, 0.1, 1.00035, 0, 0, 0, 0, 0, 0, 0, 0, 0
331,Nsawam Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
332,Prisons Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
333,Abiriw Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
334,Adukrom Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
335,Okrakwadjo Health Centre,91121, 4.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00042
336,Akorabo Health Centre,51695, 0.1, 1.00038, 0, 0, 0, 0, 0, 0, 0, 0, 0
337,Suhum District Hospital,100149, 20, 0.499271, 0, 0, 0, 0, 0, 0, 0.495633, 0.00290541, 0.00290537
338,Akateng Health Centre,49121, 52.5, 0.114933, 0.184864, 0.238406, 0.178544, 0.129577, 0.00989, 0.0219035, 0.086861, 0.0373852, 0.00304244
339,Anyaboni Health Centre,22758, 14.8, 0.0201651, 0.071116, 0.161132, 0.211492, 0.20041, 0.193136, 0.0722543, 0.040684, 0.0293754, 0.00571524
340,Asesewa CHPS,14933, 11.6, 0.0291095, 0.0970488, 0.187775, 0.227795, 0.177097, 0.141389, 0.0858709, 0.0404547, 0.0070583, 0.00895469
341,Asesewa Government Hospital,11742, 8.6, 0.00976972, 0.0781577, 0.0879273, 0.107466, 0.146547, 0.214938, 0.156316, 0.117236, 0.058614, 0.0293066
342,Dzamam CHPS,18792, 15.1, 0.0427341, 0.0854687, 0.134309, 0.109889, 0.122291, 0.11495, 0.0928999, 0.114093, 0.114346, 0.0739843
343,Sekesua Health Centre,10128, 8.9, 0.0113284, 0.0792986, 0.0906287, 0.158622, 0.171467, 0.168479, 0.165334, 0.0908896, 0.0339878, 0.0361412
344,Sisiamang CHPS,6794, 11.4, 0.0168837, 0.0844188, 0.168837, 0.185717, 0.185716, 0.0675342, 0.0337683, 0.118996, 0.0530711, 0.0907292
345,Abamkrom CHPS,36782, 0.1, 1.00152, 0, 0, 0, 0, 0, 0, 0, 0, 0
346,Adeiso Health Centre,34116, 21.3, 0.388358, 0, 0, 0, 0, 0.214693, 0.296465, 0.0341146, 0.0255856, 0.0426416
347,Mepom Health Centre,36893, 0.1, 1.00141, 0, 0, 0, 0, 0, 0, 0, 0, 0
348,Nyanua CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
349,Okurase CHPS,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
350,Akanteng Health Centre,29203, 0.1, 1.0022, 0, 0, 0, 0, 0, 0, 0, 0, 0
351,Asamankese Government Hospital,29499, 0.1, 1.00217, 0, 0, 0, 0, 0, 0, 0, 0, 0
352,Asamankese Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
353,Osenase Health Centre,29064, 15.9, 0.996268, 0, 0, 0, 0, 0, 0, 0, 0, 0.00594829
354,Klo-Agogo (yilo Krobo) Polyclinic,24003, 12.7, 0.0359546, 0.0985669, 0.14667, 0.1534, 0.192382, 0.130065, 0.0837612, 0.0997501, 0.0474126, 0.014529
355,Nkurakan Health Centre,211471, 0.1, 1.00018, 0, 0, 0, 0, 0, 0, 0, 0, 0
356,Somanya Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
357,Primecare Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
358,St. Martins Memorial Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
359,Amoah Memorial Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
360,Dansoman Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
361,Royal MMR Hospital,188035, 0.1, 1.00017, 0, 0, 0, 0, 0, 0, 0, 0, 0
362,Cocoa Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
363,Kaneshie Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
364,Korle-bu Teaching Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
365,Mamprobi Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
366,Megavest Medical Centre,215437, 0.1, 1.00015, 0, 0, 0, 0, 0, 0, 0, 0, 0
367,Noguchi Health Centre,29089, 0.1, 1.00206, 0, 0, 0, 0, 0, 0, 0, 0, 0
368,PML Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
369,Ussher Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
370,Ada  East District Hospital,26943, 16.9, 0.311037, 0, 0, 0, 0, 0, 0, 0.633624, 0.0272634, 0.0306713
371,Ada Health Centre,25199, 15.8, 0.272828, 0, 0, 0, 0, 0, 0, 0, 0, 0.729694
372,Kasseh Health Centre,9101, 12.6, 0.822526, 0, 0, 0, 0, 0, 0, 0.0302671, 0.0605333, 0.0907984
373,Anyaman Health Centre,20644, 21, 0.360651, 0, 0, 0, 0.332904, 0.0444774, 0.0711623, 0.0978462, 0.0667097, 0.0311297
374,Adjiringano Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
375,Ogbojo Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
376,St. John Of God Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
377,Ashaiman Polyclinic,99520, 5.1, 0.475291, 0, 0, 0, 0, 0, 0, 0.00330139, 0, 0.521949
378,Darbem Clinic,672, 4.4, 0, 0, 0, 0, 0, 0, 0, 0.500059, 0, 0.500051
379,St Florence Clinic,45049, 0.1, 1.00053, 0, 0, 0, 0, 0, 0, 0, 0, 0
380,Mallam Atta Clinic,696, 7.3, 0, 0, 0, 0, 0, 0, 0.501171, 0, 0.250586, 0.250585
381,37 Military Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
382,Nima Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
383,Maamobi General Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
384,University Hospital Legon,205965, 0.1, 1.00019, 0, 0, 0, 0, 0, 0, 0, 0, 0
385,University Of Ghana Medical Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
386,Anyaa Polyclinic,77268, 0.1, 1.0003, 0, 0, 0, 0, 0, 0, 0, 0, 0
387,Ga Central Municipal Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
388,Sowutuom RCH Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
389,Abokobi Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390,Ga East Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
391,International Health Care Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
392,Taifa Polyclinic (RCH),0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
393,Ga North Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
394,Pokuase Health Centre,99538, 0.1, 1.00025, 0, 0, 0, 0, 0, 0, 0, 0, 0
395,Amanfro Polyclinic,53590, 17.6, 0.995113, 0, 0, 0, 0, 0, 0, 0, 0, 0.00542964
396,Aplaku Family Fitness Clinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
397,Bortianor Polyclinic,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
398,Kokrobite Health Centre,97445, 12.6, 0, 0, 0, 0, 0, 0, 0, 0.468708, 0, 0.531754
399,Obom Health Centre,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
400,Ga West Municipal Hospital,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
